Reference Number,Number of Vehicles,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
625,3420607,2,1210,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,46,Car
626,3420607,2,1210,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,60,Car
627,3420607,2,1210,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,24,Car
628,3420607,2,1210,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,27,Car
629,3420607,2,1210,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,3,Car
630,3421179,2,1810,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,34,Motorcycle over 500cc
631,3421556,2,1420,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,23,Car
632,3421556,2,1420,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,18,Car
633,3421556,2,1420,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,45,Car
634,3421556,2,1420,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,12,Car
635,3430626,3,1154,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,53,Car
636,3431102,1,1630,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,24,Taxi/Private hire car
637,3440406,1,1034,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,9,Motorcycle over 50cc and up to 125cc
638,3440714,2,1250,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,45,Car
639,3440797,1,1418,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,62,Car
640,3440994,1,1545,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Female,55,Car
641,3450238,2,743,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,45,Car
642,3450269,2,814,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,28,Pedal cycle
643,3450365,2,945,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,4,Car
644,3450551,2,1150,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,19,Car
645,3450551,2,1150,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,21,Car
646,3450918,1,1320,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,3,Bus or coach (17 or more passenger seats)
647,3451238,2,1700,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,38,Car
648,3470285,2,907,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,32,Pedal cycle
649,3470636,3,1310,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,13,Car
650,3470636,3,1310,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,15,Car
651,3470636,3,1310,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,20,Car
652,3470749,2,1412,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,73,Car
653,3470749,2,1412,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,46,Car
654,3470826,2,1442,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,33,Car
655,3471144,2,1705,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,37,Car
656,3471199,1,1720,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,51,Goods vehicle 3.5 tonnes mgw and under
657,3480301,2,934,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,72,Car
658,3480522,2,1107,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,23,Car
659,3480914,2,1425,Unclassified,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Female,30,Car
660,3481375,1,1804,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,35,Car
661,3481836,2,2158,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,62,Car
662,3481836,2,2158,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,20,Car
663,3481836,2,2158,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,20,Car
664,3481903,1,2232,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Pedestrian,Serious,Female,69,Motorcycle over 125cc and up to 500cc
665,3481960,1,2301,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Male,35,Taxi/Private hire car
666,3490475,1,935,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,23,Car
667,3491292,1,1541,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,2,Bus or coach (17 or more passenger seats)
668,3491701,3,2050,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Slight,Male,30,Car
669,34A0112,2,50,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,31,Taxi/Private hire car
670,34A0112,2,50,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,56,Taxi/Private hire car
671,34A0112,2,50,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,51,Taxi/Private hire car
672,34A0112,2,50,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,53,Taxi/Private hire car
673,34A0353,1,643,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,21,Goods vehicle 3.5 tonnes mgw and under
674,34A0353,1,643,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Serious,Female,23,Goods vehicle 3.5 tonnes mgw and under
675,34A0683,2,1253,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,41,Motorcycle over 500cc
676,34A1160,2,1200,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,82,Mobility Scooter
677,34A1247,2,1757,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,32,Car
678,34A1247,2,1757,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,37,Car
679,34B0449,2,2345,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Male,30,Car
680,34B1446,2,1840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,7,Car
681,34C0049,1,117,Unclassified,Wet / Damp,Darkness: no street lighting,Raining without high winds,Driver or rider,Slight,Male,18,Car
682,34C0290,2,843,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,35,Pedal cycle
683,34C0843,1,1450,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,71,Car
684,34C1090,2,2013,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Slight,Female,25,Car
685,34C1363,1,1745,A,Dry,Daylight: street lights present,Unknown,Pedestrian,Slight,Female,42,Taxi/Private hire car
686,34C1380,2,1955,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,53,Motorcycle over 50cc and up to 125cc
687,34D1127,3,1713,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,50,Car
688,34E0509,2,1102,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,41,Car
689,34E1023,2,1550,B,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Female,57,Car
690,34F0267,2,820,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,41,Car
691,34F0355,4,948,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,58,Car
692,34F0930,2,1450,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,26,Car
693,34F1211,2,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,46,Car
694,34F1211,2,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,20,Car
695,34F1454,2,1845,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,54,Pedal cycle
696,34F1569,2,2055,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Vehicle or pillion passenger,Slight,Female,65,Car
697,34F1569,2,2055,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,39,Car
698,34G0580,1,1042,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,85,Car
699,34G0785,2,1305,Unclassified,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Male,18,Car
700,34G0785,2,1305,Unclassified,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Slight,Female,19,Car
701,34G0789,2,1310,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,18,Car
702,34G0789,2,1310,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,19,Car
703,34G0789,2,1310,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,36,Car
704,34G0789,2,1310,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,5,Car
705,34G0896,2,1400,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,55,Car
706,34G0896,2,1400,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,25,Car
707,34G0896,2,1400,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,25,Car
708,34G0900,2,2110,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,33,Pedal cycle
709,34G1003,2,1524,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,27,Motorcycle over 500cc
710,34G1077,4,1613,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,30,Car
711,34G1077,4,1613,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,44,Car
712,34G1373,3,1900,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,33,Car
713,34G1373,3,1900,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,23,Car
714,34H0719,2,1130,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,19,Car
715,34H0719,2,1130,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,19,Car
716,34H0964,1,1525,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,25,Motorcycle over 50cc and up to 125cc
717,34I0492,2,1100,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,29,Pedal cycle
718,34I0627,2,1225,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,58,Motorcycle over 125cc and up to 500cc
719,34I0675,2,1015,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,43,Pedal cycle
720,34I0700,1,1120,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,65,Bus or coach (17 or more passenger seats)
721,34I1101,3,1645,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,49,Car
722,34I1101,3,1645,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,23,Goods vehicle 3.5 tonnes mgw and under
723,34I1101,3,1645,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,63,Car
724,34I1102,3,1640,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,21,Car
725,34I1154,2,1700,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Female,31,Car
726,34J1013,2,1510,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,45,Car
727,34J1013,2,1510,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,13,Car
728,34J1013,2,1510,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,16,Car
729,34J1015,2,1610,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,57,Pedal cycle
730,34J1178,2,1645,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,13,Pedal cycle
731,34J1189,2,1732,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,54,Car
732,34J1212,2,1743,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,48,Car
733,34J1397,2,1908,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,21,Car
734,34J1397,2,1908,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,61,Car
735,34J1748,1,2225,B,Dry,Darkness: no street lighting,Fine without high winds,Vehicle or pillion passenger,Slight,Female,23,Car
736,34J1808,1,2305,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,23,Car
737,34K0257,1,800,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,72,Bus or coach (17 or more passenger seats)
738,34K0258,2,755,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Male,37,Pedal cycle
739,34K0283,5,830,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,32,Car
